StockCode,ds,yhat,yhat_lower,yhat_upper
22633,2011-09-01,606.6876100709927,2.1199676269672274,1184.4384670724369
22633,2011-10-01,647.8017241958164,75.50884236682684,1232.0355374839164
22633,2011-11-01,690.2863087841325,113.09024444354463,1348.108857888789
22633,2011-12-01,731.4004229018577,145.27580028240956,1285.5573290366322
22633,2011-12-31,772.514537019583,193.79055060800138,1356.676889352771
22633,2012-01-31,814.999121607899,198.74151166680343,1429.1676478898803
22633,2012-02-29,854.7427652550336,251.33865166954578,1455.3155600940397
22633,2012-03-31,897.2273498433497,319.21996865155324,1499.3640000629618
22633,2012-04-30,938.3414639610749,362.5408720876014,1524.0246931354363
22633,2012-05-31,980.826048549391,402.8552496418196,1527.0790452537585
22632,2010-12-01,320.270055,-220.55279095729077,891.9845618038779
22632,2011-04-01,443.82828838356164,-87.07260690360566,999.2797435652777
22632,2011-05-01,474.4625611504226,-101.09402509620801,1070.1003499911405
22632,2011-08-01,568.4076642731767,-14.189436526255466,1130.8985572883194
22632,2011-09-01,600.0630794836446,1.2659185717339896,1183.3407340831088
22632,2011-10-01,630.6973522267375,44.56634554736902,1163.5029263301644
22632,2011-11-01,662.3527674196044,94.30465036334034,1246.3828123489752
22632,2011-12-01,692.987040186895,111.80539496175982,1291.439969886458
22632,2011-12-31,723.6213129541858,190.4358835248453,1329.6375891583634
22632,2012-01-31,755.2767281470527,196.95173815497017,1268.8698101596092
22632,2012-02-29,784.8898584887671,225.18518490545492,1350.5725690046481
22632,2012-03-31,816.5452736816341,255.51547810863443,1379.3306822659865
22632,2012-04-30,847.1795464489246,231.0283239319761,1353.2164636551531
22632,2012-05-31,878.8349616417917,340.5524104805779,1392.0414364511905
84879,2010-12-01,1944.21785,169.04444349105748,3665.258634295743
84879,2011-01-01,2076.477689589041,356.1604986136561,3724.481039705495
84879,2011-02-01,2208.737529080141,453.0336100403494,3979.861263633612
84879,2011-03-01,2328.1980292613066,615.1076844487413,4071.3605131924755
84879,2011-04-01,2460.457868915279,737.4157726624496,4112.365086572124
84879,2011-05-01,2588.4512620885625,935.0881060052662,4175.2021498351405
84879,2011-06-01,2720.711101791281,937.1383313798231,4435.477926528046
84879,2011-07-01,2848.704495233754,1200.7839515996836,4617.104406088015
84879,2011-08-01,2980.964335016995,1372.1536214034172,4737.486587282765
84879,2011-09-01,3113.224174730776,1473.1818276355023,4924.297913939379
84879,2011-10-01,3241.217568134341,1393.0579421674156,4962.770495549074
84879,2011-11-01,3373.477407984692,1747.208744882315,5185.184098514369
84879,2011-12-01,3501.4708013882564,1756.2482660551275,5114.758742882377
84879,2011-12-31,3629.4641947918212,1881.367852498072,5442.82909372803
84879,2012-01-31,3761.7240346421713,2012.7897184016547,5509.756658560124
84879,2012-02-29,3885.450981598951,2266.9747952029957,5521.163888433967
84879,2012-03-31,4017.710821449302,2304.2261871376068,5744.872050231556
84879,2012-04-30,4145.704214852866,2435.013657950057,5896.43454301387
84879,2012-05-31,4277.964054703217,2536.3120127205175,6075.408355893998
22745,2010-12-01,154.44419200000002,77.24977466707148,226.69620462298872
22745,2011-01-01,151.56366707397262,72.43254703491202,229.01515334703527
22745,2011-02-01,148.68314214793514,74.29044160353027,229.22967705266265
22745,2011-03-01,146.0813776997636,69.28364044023031,219.2250808827959
22745,2011-04-01,143.20085277403493,66.20204284742178,217.5242518516147
22745,2011-05-01,140.41324800768504,59.042687622230176,215.84365857281924
22745,2011-06-01,137.53272307727792,59.23650810551645,211.9006423110113
22745,2011-07-01,134.74511830536548,59.98775202158015,212.7022575373589
22745,2011-08-01,131.8645933730006,55.587819195802965,213.49719540672785
22745,2011-09-01,128.98406844148934,51.97704226868277,203.85734434488268
22745,2011-10-01,126.19646366987116,43.346649702204346,201.49944659966621
22745,2011-11-01,123.31593873919904,48.81836898609184,197.68830704885443
22745,2011-12-01,120.52833396758086,42.4877611202907,193.8193436705636
22745,2011-12-31,117.74072919596269,47.29851233618445,201.38306765356643
22745,2012-01-31,114.86020426529058,36.05084846191029,188.00923250068084
22745,2012-02-29,112.16551965272635,36.189463371480215,183.98165586898375
22745,2012-03-31,109.28499472205424,32.705519516422356,183.16784327927022
22745,2012-04-30,106.49738995043606,28.08370970239829,181.98195613602226
22745,2012-05-31,103.61686501976395,28.77284522544955,175.57994778619806
22748,2010-12-01,168.745308,84.70333042014319,254.76376703078242
22748,2011-01-01,164.86121293972602,86.45813055452514,245.6731446432164
22748,2011-02-01,160.97711787743913,73.54682938662428,248.76987753368638
22748,2011-03-01,157.4689029809955,69.17031030242451,240.2991082868662
22748,2011-04-01,153.5848079189377,67.11293845598253,234.04868526999394
22748,2011-05-01,149.82600624645607,60.96483332269808,233.79772061943834
22748,2011-06-01,145.94191118533456,58.935434015200336,231.00614636399482
22748,2011-07-01,142.18310951172603,56.79659102934504,222.44107724552245
22748,2011-08-01,138.29901444781234,56.253040895276655,224.12726739942278
22748,2011-09-01,134.41491938420515,56.34628252336998,215.6735520629733
22748,2011-10-01,130.65611771146177,50.72962078875764,218.12804440336654
22748,2011-11-01,126.77202264962698,46.4396665317139,208.66438313259027
22748,2011-12-01,123.01322097688362,37.44056182127568,210.18747868674964
22748,2011-12-31,119.25441930414026,36.83735531547077,206.65643441570322
22748,2012-01-31,115.37032424230544,33.45076641180339,193.0193427043896
22748,2012-02-29,111.73681595865352,19.723996603114042,191.87190842820274
22748,2012-03-31,107.85272089681874,23.03044954940788,188.91711394159103
22748,2012-04-30,104.09391922407538,28.552851824355873,190.56302736535866
22748,2012-05-31,100.20982416224058,16.7593132670895,186.4491427801992
22749,2010-12-01,112.38124,3.9895184003375577,223.93049829750893
22749,2011-01-01,122.34542952328769,9.120958539305105,232.39978345598402
22749,2011-02-01,132.3096191163843,16.311532453138337,254.27913350899146
22749,2011-03-01,141.30953229332576,30.330001152134717,245.98210011825904
22749,2011-04-01,151.27372179768466,39.179711752468556,261.3187107383055
22749,2011-05-01,160.91648590202996,50.629006653397376,272.3059902812752
22749,2011-06-01,170.88067555840925,54.90149603154653,289.1124733772957
22749,2011-07-01,180.52343975218122,57.55422376728704,291.34944306948034
22749,2011-08-01,190.48762948902748,82.31892178304007,307.5800856983512
22749,2011-09-01,200.45181914613443,82.50191537247908,315.4053144034755
22749,2011-10-01,210.0945832944802,94.5852548750743,327.4816949960479
22749,2011-11-01,220.05877291443744,101.76330835360125,335.77891197500895
22749,2011-12-01,229.70153706278316,113.2298426150761,345.0345939201664
22749,2011-12-31,239.34430121112888,124.37542792551733,354.4854116219754
22749,2012-01-31,249.30849083108617,134.75476359991248,364.75461114674755
22749,2012-02-29,258.62982950782043,141.2487766451248,382.00345830862625
22749,2012-03-31,268.59401912777764,152.66259644497867,384.30812524838507
22749,2012-04-30,278.2367832761234,163.11662461804926,390.54475732921145
22749,2012-05-31,288.20097289608066,171.6444380180774,406.4293251528272
22310,2010-12-01,42.116350000000004,-35.173730085440376,115.6637523466647
22310,2011-01-01,43.94392952054795,-36.547511928308225,120.36717724680751
22310,2011-02-01,45.77150904066201,-31.822160243089076,119.97709418060461
22310,2011-03-01,47.42222602530379,-25.17853934419011,124.13300601699011
22310,2011-06-01,52.84601040496366,-25.31343781087706,134.1981984716047
22310,2011-07-01,54.61463574503528,-20.269689124586026,130.39733267970942
22310,2011-09-01,58.269794783804535,-19.111759630402403,134.59258979920958
22310,2011-10-01,60.0384201255557,-18.842923564325687,140.67056754722978
22310,2011-11-01,61.8659996445542,-9.201040861357393,137.67422102326046
22310,2011-12-01,63.634624985520496,-15.072143314820737,145.06583262366703
22310,2011-12-31,65.4032503264868,-14.040679685950035,139.76576503883882
22310,2012-01-31,67.2308298454853,-11.670011134607819,145.62179491192555
22310,2012-02-29,68.94050100841939,-7.6068107528567515,136.35173628229242
22310,2012-03-31,70.7680805274179,-7.84191470070478,150.56368970684647
22310,2012-04-30,72.53670586838417,-0.622485031129527,150.01151000892958
22310,2012-05-31,74.36428538738268,-8.265931585747087,143.3692979608746
84969,2010-12-01,25.492482,5.271379468971712,46.893270972625764
84969,2011-01-01,25.013846416438355,5.360495573665401,44.772270589071674
84969,2011-02-01,24.535210831969927,4.807253624808011,43.73210782753887
84969,2011-03-01,24.102894819643332,3.309938887639128,44.38390341206691
84969,2011-04-01,23.624259234491454,1.729300837392372,43.83744433159126
84969,2011-05-01,23.161063504882215,0.5556529890823636,41.42962978359849
84969,2011-06-01,22.682427919511273,1.4596375268931474,41.7631434167813
84969,2011-07-01,22.219232194877872,2.6314668858077503,42.73101445577563
84969,2011-08-01,21.740596614767274,1.570021378504625,42.18686614262646
84969,2011-09-01,21.261961036334817,-0.40848921703019486,41.19242589070237
84969,2011-10-01,20.7987653178655,1.2797838338891705,41.96915757352898
84969,2011-11-01,20.320129742113863,1.425683893786876,40.736710270542886
84969,2011-12-01,19.856934023644545,-0.21253523606443064,40.30337501760751
84969,2011-12-31,19.393738305175223,-0.16909829243105487,39.7067090055023
84969,2012-01-31,18.91510272942359,-0.6793418201497446,39.08691015045309
84969,2012-02-29,18.46734686823658,-1.8723690501013093,37.82059631168949
84969,2012-03-31,17.988711292484943,-2.123253878579757,38.373540996679715
84969,2012-04-30,17.52551557401563,-2.682103000661445,38.985255916195584
84969,2012-05-31,17.046879998263993,-2.7833671623787466,37.330913542337136
22623,2010-12-01,45.07989,-11.91474092007449,97.89330549979495
22623,2011-01-01,49.44293531506849,-7.12548108573987,100.86420440411149
22623,2011-02-01,53.80598063203884,-4.677824893967893,109.35049757604966
22623,2011-03-01,57.74679575620845,0.6539069121464027,114.96334130404308
22623,2011-04-01,62.109841073362205,7.317528189573403,119.27526248439128
22623,2011-05-01,66.33214299413865,10.414934925063864,121.40855736950718
22623,2011-06-01,70.69518831456227,13.478252986184176,124.31400672329342
22623,2011-07-01,74.91749023629748,13.530947830156743,134.84797245840662
22623,2011-08-01,79.28053555416112,25.328941292584783,131.11422870985467
22623,2011-09-01,83.64358087167236,24.758317163991507,141.497457948237
22623,2011-10-01,87.86588279155997,30.694248094271188,146.56533005444447
22623,2011-11-01,92.2289281087772,35.48957993255452,148.1052383578849
22623,2011-12-01,96.45123002866481,38.66218122864737,155.48517680540255
22623,2011-12-31,100.67353194855247,42.31474145159992,154.38513221972286
22623,2012-01-31,105.03657726576967,50.29921130266098,157.67103614035673
22623,2012-02-29,109.1181357883277,54.581980229236365,167.516305137954
22623,2012-03-31,113.48118110554492,60.01455345788553,169.60049277461627
22623,2012-04-30,117.70348302543255,64.32842381545997,176.0502287380304
22623,2012-05-31,122.06652834264976,66.92964112026324,174.5772014906907
22622,2010-12-01,119.405448,22.29088250035789,223.16924181490575
22622,2011-01-01,115.98721711780821,11.984062275597179,212.89609738934092
22622,2011-02-01,112.56898633785302,10.097269379895097,214.43486545517626
22622,2011-03-01,109.48155204873738,17.175566125955243,205.38459680070335
22622,2011-04-01,106.06332132663812,10.603889872383046,205.16588314696858
22622,2011-05-01,102.75535598945845,2.6737868615289884,207.33442534037917
22622,2011-06-01,99.33712522369947,7.379399546080833,205.9293101400832
22622,2011-07-01,96.02916000086549,0.8880530846032435,197.93243015859886
22622,2011-08-01,92.61092939700167,-4.2284927973702064,186.19062531897652
22622,2011-09-01,89.19269876035483,1.4460812176773967,189.96786366492168
22622,2011-10-01,85.88473379946808,-10.631753718412561,180.81053681210457
22622,2011-11-01,82.46650333988512,-19.05928596869857,183.29381990428018
22622,2011-12-01,79.15853837899839,-18.06527800761955,170.5145415818585
22622,2011-12-31,75.85057341811165,-27.080917897685264,178.9201406193869
22622,2012-01-31,72.4323429585287,-29.616896365144004,168.991897653125
22622,2012-02-29,69.23464349633818,-27.665809186470412,161.19040962558648
22622,2012-03-31,65.81641303675524,-29.793557656885064,166.69546661248873
22622,2012-04-30,62.5084480758685,-32.40229636687367,154.79048845769074
22622,2012-05-31,59.09021761628554,-39.511933499143076,161.17827758168406
21754,2010-12-01,285.736626,220.25991206520172,349.02254778035723
21754,2011-01-01,271.8996686465754,205.67488531130815,335.2677148038294
21754,2011-02-01,258.0627112828841,195.55106346226341,322.05293299701924
21754,2011-03-01,245.56481430803498,181.56195694337086,312.1669276104236
21754,2011-04-01,231.72785694097757,163.97382006263783,295.99511465993993
21754,2011-05-01,218.3372530362468,152.5410037650405,278.81440238049413
21754,2011-06-01,204.50029567346138,136.29958346290178,264.75777952797773
21754,2011-07-01,191.10969177009193,131.06551066953824,253.7021833269702
21754,2011-08-01,177.27273439813962,117.18460496543605,238.8449130983003
21754,2011-09-01,163.4357770206757,101.32893154994144,225.36254137254988
21754,2011-10-01,150.0451730988603,84.8140689357188,209.86404907569434
21754,2011-11-01,136.20821571298433,75.45391982934368,195.14284659557126
21754,2011-12-01,122.8176117911689,57.4867712740348,187.87320521469147
21754,2011-12-31,109.42700786935345,49.03617324475,168.7549880277006
21754,2012-01-31,95.59005048347753,30.770697661973685,157.11232149217216
21754,2012-02-29,82.64580002572258,21.597626720307982,147.4229292565794
21754,2012-03-31,68.80884263984665,5.842096996551403,132.9326905589724
21754,2012-04-30,55.418238718031226,-8.082339442837135,117.92256991578967
21754,2012-05-31,41.58128133215527,-21.383835211601138,101.16540660123786
21755,2010-12-01,204.791244,126.96479899627715,275.7818621689777
21755,2011-01-01,195.43563526575346,127.15323536457153,270.90194190892345
21755,2011-02-01,186.08002653022436,109.68352956084975,265.43650240036027
21755,2011-03-01,177.62979928430212,102.87723861651831,252.63525167234027
21755,2011-04-01,168.27419054427537,100.0280918929046,240.61118027481027
21755,2011-05-01,159.22037563928987,82.62557253960803,241.39858461613287
21755,2011-06-01,149.86476690407025,77.26219631945443,220.83693602327446
21755,2011-07-01,140.81095199704387,62.5579943803204,213.6485113598597
21755,2011-08-01,131.45534325694808,56.601231696416455,209.26164796914992
21755,2011-09-01,122.09973451929622,48.20693748385025,196.2270841003726
21755,2011-10-01,113.04591961663483,34.44964490493711,189.10108320876202
21755,2011-11-01,103.69031088388473,27.129904194167235,180.90397989194472
21755,2011-12-01,94.63649598122335,19.61738815815682,169.98774714433458
21755,2011-12-31,85.58268107856195,11.360590536331083,164.48431931977592
21755,2012-01-31,76.22707234581183,-1.5244720532934235,150.4699274502802
21755,2012-02-29,67.47505127323916,-8.946119543748093,141.5503741134235
21755,2012-03-31,58.11944254048906,-18.021344816530334,137.4847480087953
21755,2012-04-30,49.065627637827696,-20.50304895517108,121.91629492806028
21755,2012-05-31,39.710018905077575,-40.48563845686524,117.23034496743213
48187,2010-12-01,240.73837200000003,-48.0603619425192,526.7030609926528
48187,2011-01-01,248.50551185753426,-22.95907909363914,523.3829404032734
48187,2011-02-01,256.2726516765343,-16.043340030902886,534.7997933217957
48187,2011-03-01,263.28813278527974,-1.5330403706369569,560.4667344724402
48187,2011-04-01,271.05527255348045,-0.2658222935909217,544.8686913707631
48187,2011-05-01,278.57185937835146,4.751255868860847,568.1578342666738
48187,2011-06-01,286.338999116047,26.190222627870366,565.3286707841107
48187,2011-07-01,293.85558595476925,21.86590229682189,565.1709193408864
48187,2011-08-01,301.6227254524817,24.195516084611615,585.5266627516547
48187,2011-09-01,309.3898649004694,12.093864338903922,588.4652425487641
48187,2011-10-01,316.90645144631674,40.72663480673963,598.2560274880947
48187,2011-11-01,324.6735908770257,39.12173925518013,615.2384370755238
48187,2011-12-01,332.19017742287303,80.56588047704385,600.9841944460208
48187,2011-12-31,339.7067639687204,56.096998077074645,607.2675184755379
48187,2012-01-31,347.4739033994293,71.18762502773069,624.2753152044672
48187,2012-02-29,354.7399370604151,79.91097094712187,651.6421791229359
48187,2012-03-31,362.50707649112405,74.03002230274677,617.3414396976004
48187,2012-04-30,370.0236630369714,80.22376269505497,625.0119373487997
48187,2012-05-31,377.7908024676803,107.21552966437145,665.8359359195262
22960,2010-12-01,648.1879319999999,364.82414673835916,903.891843298698
22960,2011-01-01,645.0154117380822,384.90746797581056,909.5933568171499
22960,2011-02-01,641.842891478356,377.6198864304512,895.3887866264928
22960,2011-03-01,638.9773893014714,374.5411043289837,911.1992955618739
22960,2011-04-01,635.8048690280771,357.02567862669093,913.8675242280277
22960,2011-05-01,632.7346881108447,376.37778178151876,862.3128435775017
22960,2011-06-01,629.5621678224916,363.94883802395924,899.936631205734
22960,2011-07-01,626.4919869052577,380.88001132452183,905.33775244749
22960,2011-08-01,623.319466616616,351.40862288227834,884.0887951042204
22960,2011-09-01,620.1469463295543,381.84244153316143,902.9970463218555
22960,2011-10-01,617.0767654035524,332.4451717533507,892.1170653023128
22960,2011-11-01,613.9042451133505,342.35235853166586,892.0441913859943
22960,2011-12-01,610.8340641873485,335.1983383614065,883.7516187722907
22960,2011-12-31,607.7638832613466,333.7174701828781,868.1216278435668
22960,2012-01-31,604.5913629711447,351.9285171345734,858.4145519046205
22960,2012-02-29,601.6235214093429,324.80266332475003,871.1588622364472
22960,2012-03-31,598.4510011191409,334.37149754775976,871.4754514629168
22960,2012-04-30,595.380820193139,310.5562765773456,844.1822204620057
22960,2012-05-31,592.208299902937,319.9437557595421,854.5308614690525
22913,2010-12-01,40.006168,-1.421448201036141,81.3494316260389
22913,2011-01-01,37.47870487671233,-1.5676353510938574,80.32402227361011
22913,2011-02-01,34.95124175346013,-7.386093123212905,75.0078906444759
22913,2011-03-01,32.66837183655128,-5.669133823974963,74.30062123106852
22913,2011-04-01,30.140908716195923,-9.66658449153972,68.16677943037452
22913,2011-05-01,27.694976663538473,-12.461737888994309,69.8697692998745
22913,2011-06-01,25.16751354355564,-16.007441244316762,66.55741601287106
22913,2011-07-01,22.721581490291374,-16.61996732747335,65.25573784028306
22913,2011-08-01,20.194118366360645,-22.355511345727965,60.29489223734149
22913,2011-09-01,17.666655244104557,-23.175846508397818,58.00205255494019
22913,2011-10-01,15.220723190167517,-27.408888178555316,55.203002811635955
22913,2011-11-01,12.693260067765909,-28.365042558098956,52.67405674666434
22913,2011-12-01,10.247328013828872,-30.265292845802755,51.131329787524884
22913,2011-12-31,7.80139595989183,-33.170555825062564,49.568755075993614
22913,2012-01-31,5.27393283749022,-33.10526194283159,46.89571618667716
22913,2012-02-29,2.9095318520177513,-37.29193845183565,44.35032498316576
22913,2012-03-31,0.3820687296161438,-39.33112748708235,42.12073686955988
22913,2012-04-30,-2.06386332432089,-41.027456628516376,37.05208549763169
